source:/home/wmlinux/dir1/get_homologues-x86_64-20210828/MTB_vs_FH_15112022_homologues/sample_intersection	Agrobacterium_tumefaciens_C58_full.gb	_Azospirillum_brasilense_Sp7_full.gbk	_Blastochloris_viridis_DSM133.gb	_Magnetospirillu_15-1.gb	_Magnetospirillum.gbk	_Magnetospirillum_gryphiswaldense_NZ_CP027526.gb	_Mesorhizobium_japonicum_MAFF303099_full.gbk	_Rhodobacter_capsulatus_SB1003_full.gbk	_Rhodobacter_sphaeroides_2.4.1_full.gbk	_Rhodoblastus_acidophilus_DSM137.gb	_Rhodomicrobium_vannielii_ATCC.gbk	_Rhodoplanes_elegans_DSM11907.gb	_Rhodopseudomonas_pseudopalustris_DSM123.gb	_Rhodospirillum_rubrum_ATCC11170_full.gbk	_Rhodovastum_atsumiense.gbk	_Rhodovastum_atsumiense_G2-11.gbk	_Rubrivivax_gelatinosus_DSM1709.gb	
21126_hypothetical_protein.faa	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	
21127_hypothetical_protein.faa	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	
21128_hypothetical_protein.faa	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
21129_hypothetical_protein.faa	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
21130_hypothetical_protein.faa	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
21131_Uncharacterized_prot...faa	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	
21132_Phage_protein_D.faa	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	
21133_Uncharacterized_prot...faa	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	
21134_Uncharacterized_cons...faa	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
21135_Phage_baseplate_asse...faa	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	
21136_hypothetical_protein.faa	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
21137_hypothetical_protein.faa	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
21138_hypothetical_protein.faa	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
21139_hypothetical_protein.faa	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
21141_hypothetical_protein.faa	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
21142_hypothetical_protein.faa	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
21143_Aspartyl-asparaginyl...faa	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	
21144_ATPase_of_the_AAA+_c...faa	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
21145_hypothetical_protein.faa	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
21146_hypothetical_protein.faa	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	
21148_hypothetical_protein.faa	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
21149_hypothetical_protein.faa	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
21156_hypothetical_protein.faa	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
21157_hypothetical_protein.faa	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
21158_Predicted_nucleoside...faa	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	
21162_hypothetical_protein.faa	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
21163_hypothetical_protein.faa	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
21167_Phage-related_minor_...faa	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
21168_hypothetical_protein.faa	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
21169_hypothetical_protein.faa	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
21171_hypothetical_protein.faa	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	
21172_hypothetical_protein.faa	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
21173_hypothetical_protein.faa	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
21174_Holliday_junction_re...faa	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	
21175_hypothetical_protein.faa	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
21176_hypothetical_protein.faa	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
21177_hypothetical_protein.faa	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	
21178_hypothetical_protein.faa	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	
21179_Uncharacterized_prot...faa	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
21180_hypothetical_protein.faa	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
21181_hypothetical_protein.faa	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	
21199_hypothetical_protein.faa	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
21212_Predicted_signal_tra...faa	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	
21214_hypothetical_protein.faa	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
21217_hypothetical_protein.faa	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
21228_hypothetical_protein.faa	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
21229_hypothetical_protein.faa	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
21230_hypothetical_protein.faa	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
21236_hypothetical_protein.faa	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
21237_hypothetical_protein.faa	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
21238_hypothetical_protein.faa	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
21241_Prophage_Qin_DNA_pac...faa	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
21242_Type_V_secretory_pat...faa	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	
21253_ABC-type_sulfate-mol...faa	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
21254_Signal_transduction_...faa	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	
21257_hypothetical_protein.faa	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
21276_hypothetical_protein.faa	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
21277_hypothetical_protein.faa	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
21278_hypothetical_protein.faa	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
21279_hypothetical_protein.faa	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
21280_hypothetical_protein.faa	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
21281_hypothetical_protein.faa	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
21284_hypothetical_protein.faa	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
21285_Type_II_restriction_...faa	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
21287_hypothetical_protein.faa	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
21288_Predicted_ATP-depend...faa	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
21289_hypothetical_protein.faa	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
21297_hypothetical_protein.faa	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
21298_Site-specific_DNA_me...faa	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
21299_hypothetical_protein.faa	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
21300_hypothetical_protein.faa	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
21301_hypothetical_protein.faa	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
21302_hypothetical_protein.faa	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
21305_Predicted_transcript...faa	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	
21306_hypothetical_protein.faa	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
21309_Bacteriophage_protei...faa	0	0	0	0	1	1	2	0	1	0	0	0	1	0	0	0	0	
21311_hypothetical_protein.faa	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
21316_hypothetical_protein.faa	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	
21317_hypothetical_protein.faa	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
21319_hypothetical_protein.faa	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
21323_DNA_repair_protein.faa	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
21333_hypothetical_protein.faa	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
21337_hypothetical_protein.faa	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
21340_hypothetical_protein.faa	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
21343_hypothetical_protein.faa	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
21361_hypothetical_protein.faa	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
21362_hypothetical_protein.faa	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
21363_hypothetical_protein.faa	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
21364_Integrase.faa	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	
21367_hypothetical_protein.faa	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
21372_Lipoprotein.faa	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
21393_hypothetical_protein.faa	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
21399_hypothetical_protein.faa	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
21423_hypothetical_protein.faa	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
21427_hypothetical_protein.faa	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
21429_hypothetical_protein.faa	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
21430_hypothetical_protein.faa	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
21432_hypothetical_protein.faa	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
21445_hypothetical_protein.faa	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
21457_hypothetical_protein.faa	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
21469_hypothetical_protein.faa	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
21474_hypothetical_protein.faa	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
21476_Adenylate_cyclase.faa	0	0	0	0	1	1	0	0	0	0	0	1	1	0	0	0	0	
21484_hypothetical_protein.faa	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
21502_Recombinational_DNA_...faa	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
21512_HTH-type_transcripti...faa	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
21516_hypothetical_protein.faa	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
21524_hypothetical_protein.faa	0	0	0	0	1	0	0	1	0	1	0	0	0	1	0	0	0	
21527_Methyl-accepting_che...faa	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	
21539_hypothetical_protein.faa	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	
21571_Glutamate_synthase_d...faa	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
21583_hypothetical_protein.faa	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
21584_Riboflavin_synthase_...faa	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
21590_hypothetical_protein.faa	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
21602_hypothetical_protein.faa	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
21626_hypothetical_protein.faa	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
21636_Uncharacterized_cons...faa	0	0	0	0	2	0	1	0	0	0	0	2	1	0	0	0	0	
21637_hypothetical_protein.faa	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	
21638_hypothetical_protein.faa	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	
21639_hypothetical_protein.faa	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	
21640_hypothetical_protein.faa	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	
21641_hypothetical_protein.faa	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	
21642_Rep_protein.faa	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	
21643_hypothetical_protein.faa	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	
21644_hypothetical_protein.faa	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	
21645_hypothetical_protein.faa	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	
21646_hypothetical_protein.faa	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	
21647_hypothetical_protein.faa	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	
21648_hypothetical_protein.faa	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	
21649_hypothetical_protein.faa	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	
21650_hypothetical_protein.faa	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	
21651_hypothetical_protein.faa	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	
21654_hypothetical_protein.faa	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
21655_hypothetical_protein.faa	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	
21656_hypothetical_protein.faa	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	
21657_hypothetical_protein.faa	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
21658_hypothetical_protein.faa	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	
21659_hypothetical_protein.faa	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
21660_hypothetical_protein.faa	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
21661_hypothetical_protein.faa	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
21662_hypothetical_protein.faa	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
21664_hypothetical_protein.faa	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
21667_hypothetical_protein.faa	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
21712_hypothetical_protein.faa	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
21773_hypothetical_protein.faa	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
21775_hypothetical_protein.faa	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	
21796_hypothetical_protein.faa	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
21811_Uncharacterized_rela...faa	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
21850_Predicted_acyl-CoA_t...faa	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	
21887_DNA-directed_RNA_pol...faa	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
21893_Methyl-accepting_che...faa	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
21897_hypothetical_protein.faa	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
21922_hypothetical_protein.faa	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
21944_hypothetical_protein.faa	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
21945_Signal_transduction_...faa	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	
21951_hypothetical_protein.faa	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
21952_hypothetical_protein.faa	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
21953_hypothetical_protein.faa	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
21954_hypothetical_protein.faa	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
21955_hypothetical_protein.faa	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
21956_hypothetical_protein.faa	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
21957_hypothetical_protein.faa	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
21958_hypothetical_protein.faa	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
21960_hypothetical_protein.faa	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
21963_hypothetical_protein.faa	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
21964_hypothetical_protein.faa	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
21965_hypothetical_protein.faa	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	
21966_hypothetical_protein.faa	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	
21967_hypothetical_protein.faa	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
21969_Predicted_membrane_p...faa	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
21970_hypothetical_protein.faa	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
21979_Nicotinic_acid_phosp...faa	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	
21980_Hemerythrin.faa	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
22009_Molybdopterin-guanin...faa	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
22029_Methyl-accepting_che...faa	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
22035_hypothetical_protein.faa	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
22071_Response_regulator_c...faa	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
22096_hypothetical_protein.faa	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
22098_NifZ_protein.faa	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
22132_Na+-H+-dicarboxylate...faa	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
22137_hypothetical_protein.faa	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
22147_hypothetical_protein.faa	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
22148_hypothetical_protein.faa	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
22149_hypothetical_protein.faa	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
22162_Fe-S-cluster-contain...faa	0	0	0	0	1	0	0	0	0	0	0	1	0	2	0	1	0	
22163_Tungsten-containing_...faa	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
22164_NADH_dependant_pheny...faa	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	
22166_hypothetical_protein.faa	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
22167_hypothetical_protein.faa	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
22168_hypothetical_protein.faa	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
22170_hypothetical_protein.faa	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
22172_Methyl-accepting_che...faa	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	
22173_Methylase_of_chemota...faa	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
22175_C4-dicarboxylate_tra...faa	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
22176_hypothetical_protein.faa	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
22178_hypothetical_protein.faa	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
22179_FOG-_CheY-like_recei...faa	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
22180_hypothetical_protein.faa	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	
22181_hypothetical_protein.faa	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
22198_hypothetical_protein.faa	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
22199_hypothetical_protein.faa	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
22200_hypothetical_protein.faa	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
22201_hypothetical_protein.faa	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
22202_hypothetical_protein.faa	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
22203_hypothetical_protein.faa	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
22204_hypothetical_protein.faa	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
22205_hypothetical_protein.faa	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
22208_hypothetical_protein.faa	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
22209_hypothetical_protein.faa	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
22210_hypothetical_protein.faa	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
22214_hypothetical_protein.faa	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	
22216_hypothetical_protein.faa	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
22228_hypothetical_protein.faa	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
22229_hypothetical_protein.faa	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
22232_hypothetical_protein.faa	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
22242_Methyl-accepting_che...faa	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	
22243_Chemotaxis_response_...faa	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	
22246_Response_regulator_c...faa	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	
22249_hypothetical_protein.faa	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	
22250_Uncharacterized_para...faa	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
22254_hypothetical_protein.faa	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	
22255_NAD-P-H-nitrite_redu...faa	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
22256_Cytochrome_c-552_pre...faa	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
22257_hypothetical_protein.faa	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
22277_hypothetical_protein.faa	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
22296_Trypsin-like_serine_...faa	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
22302_Outer_membrane_prote...faa	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	
22315_hypothetical_protein.faa	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
22326_hypothetical_protein.faa	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
22378_hypothetical_protein.faa	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	
22379_Trypsin-like_serine_...faa	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
22386_hypothetical_protein.faa	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
22391_hypothetical_protein.faa	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
22394_hypothetical_protein.faa	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
22395_hypothetical_protein.faa	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
22396_Integrase.faa	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	
22397_hypothetical_protein.faa	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
22401_hypothetical_protein.faa	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
22411_Transcriptional_regu...faa	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	
22412_Pirin-related_protei...faa	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	
22413_Amidase_related_to_n...faa	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	
22419_Tartrate_dehydratase...faa	0	0	0	0	1	0	0	0	1	1	0	2	0	0	0	0	0	
22420_Tartrate_dehydratase...faa	0	0	0	0	1	0	0	0	1	1	0	2	0	0	0	0	0	
22422_hypothetical_protein.faa	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
22423_hypothetical_protein.faa	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
22424_Predicted_transcript...faa	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	
22425_Predicted_transcript...faa	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	
22426_hypothetical_protein.faa	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
22441_hypothetical_protein.faa	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
22442_hypothetical_protein.faa	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
22444_hypothetical_protein.faa	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
22445_hypothetical_protein.faa	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
22458_hypothetical_protein.faa	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
22462_hypothetical_protein.faa	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
22467_hypothetical_protein.faa	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
22480_hypothetical_protein.faa	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
22481_hypothetical_protein.faa	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
22482_Histone_H1.faa	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
22486_hypothetical_protein.faa	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
22491_hypothetical_protein.faa	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	
22492_hypothetical_protein.faa	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
22493_hypothetical_protein.faa	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	
22495_hypothetical_protein.faa	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
22496_FKBP-type_peptidyl-p...faa	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
22497_hypothetical_protein.faa	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
22498_Predicted_Fe-S_oxido...faa	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
22499_hypothetical_protein.faa	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
